a_authors|a_authrating
Susan Ring/Kirk Albert Etienne/Kirk Etienne Albert/Michael James Luzzi|4.5
Susan Van Kirk/CliffsNotes/Erich Maria Remarque|4.24
Susanna Clarke/Ana María de la Fuente|3.82
Susanna Kaysen|3.81
Susanna Tamaro/John T. Cullen|3.59
Suzanne C. O'Connell Smeltzer/Brenda G. Bare/Mary Jo Boyer|4.0
Suzanne Enoch|3.93
Suzanne Farrell/Toni Bentley|4.09
Suzette Haden Elgin|3.99
Sven Regener/John Brownjohn|3.87
Sy Montgomery|4.18
Syd Hoff|3.705
Sydney Taylor|4.25
Sylvia Browne|4.05
Sylvia Browne/Lindsay Harrison|3.98
Sylvia Cassedy|3.73
Sylvia Day/B.J. McCall/Sahara Kelly/Elisa Adams/Denise A. Agnew/Anna J. Evans|3.63
Sylvia Engdahl|4.11
Sylvia Engdahl/Lois Lowry|3.95
Sylvia Nasar|4.13
Sylvia Nasar/Carlo Capararo/Sergio Mancini/Roberta Zuppet|4.13
Sylvia Plath|4.195
Sylvia Plath/Frieda Hughes|4.27
Sylvia Plath/Karen V. Kukil|4.31
Sylvia Plath/Ted Hughes/Frances McCullough|4.17
Sébastien Japrisot|3.91
Søren Kierkegaard/Alastair Hannay|4.0
Søren Kierkegaard/Edna Hatlestad Hong/Howard Vincent Hong|4.23
Søren Kierkegaard/Howard Vincent Hong/Edna Hatlestad Hong|4.2
Søren Kierkegaard/Victor Eremita/Alastair Hannay|4.17
Søren Kierkegaard/Walter Lowrie|4.1
Sławomir Rawicz|4.21
T. Coraghessan Boyle|3.80363636363636
T. Coraghessan Boyle/Richard Poe|3.85
T.A. Barron|4.05
T.A. Barron/David Elliot|4.22
T.H. White|4.015
T.H. White/Fritz Eichenberg|3.93
T.R. Reid|3.62
T.S. Eliot|3.76
T.S. Eliot/Lawrence Rainey|4.11
T.S. Eliot/Mary Karr|4.21
T.S. Eliot/Michael North|4.11
T.Z. Lavine|3.94
Tacitus/Alfred J. Church/William Jackson Brodribb/Moses Hadas|4.29
Tacitus/Anthony Richard Birley|3.99
Tacitus/Harold Mattingly/S.A. Handford|3.99
Tacitus/Maurice Hutton/Robert Maxwell Ogilvie/E.H. Warmington/William Peterson/Michael Winterbottom|3.95
Tad Williams|3.969
Tad Williams/Hans J. Schütz|3.97
Takashi Hashiguchi|3.99
Takashi Hashiguchi/橋口 たかし|3.98
Takehiko Inoue|4.41
Tamara Thorne|3.72
Tamora Pierce|4.24899999999999
Tamora Pierce/Josepha Sherman/Margaret Mahy/Lesley McBain/Mike Resnick/Bruce Rogers/Pamela F. Service/Jan Stirling/Holly Black/Doranna Durgin/India Edghill/Rosemary Edghill/Esther M. Friesner/Laura Anne Gilman/Janis Ian/Brett Hartinge|3.91
Tamora Pierce/Trini Alvarado|4.27
Tananarive Due|4.09
Tania Zamorsky/Frances Hodgson Burnett/Lucy Corvino/Arthur Pober|4.16
Tanya Huff|3.46
Tanya Remer Altmann/American Academy of Pediatrics|3.51
Tara MacCarthy|4.3
Tara MacCarthy/Drew Hires|3.2
Tara McCarthy/Drew Hires/Jaime Lucero/Vincent Ceci|4.33
Ted Bader/Marilyn Bader|2.86
Ted Dekker|4.17
Ted Honderich|4.15
Ted Steinberg|3.72
Tedd Arnold/Mark Buehner|3.95
Teddy Slater/Ron Dias/Ric González|4.41
Teddy Slater/Wayne Alfano|3.625
Temple Grandin/Catherine  Johnson|4.14
Temple Grandin/Margaret M. Scariano|4.07
Tennessee Williams|3.98
Tennessee Williams/Arthur  Miller|3.98
Tennessee Williams/Gore Vidal|4.31
Teresa Edgerton|3.868
Teresa Medeiros|3.89
Terri Apter|3.63
Terri Blackstock|4.36
Terry  Taylor|4.07
Terry Breverton|3.7
Terry Brooks|4.03611111111111
Terry Brooks/George Lucas|3.57
Terry Brooks/George Lucas/Regina Winter|3.57
Terry Brooks/Rosalie Guillaume|3.45
Terry Brooks/Tony Westermayr|4.16
Terry C. Johnston|4.16
Terry Cole-Whittaker|4.1
Terry Cooper|4.12
Terry Deary|4.2
Terry Eagleton|3.82571428571429
Terry Gilliam/Charles McKeown|3.52
Terry Gilliam/Ian Christie|4.1
Terry Goodkind|4.006
Terry Jones|3.6
Terry Jones/Alan Ereira|4.02
Terry Jones/Marie-Catherine Caillava|3.6
Terry Jones/Michael Foreman|4.25
Terry Lee Rioux|4.08
Terry Moore|4.38
Terry Pastor/Damon Knight/Philip K. Dick/C.M. Kornbluth/Bob Shaw/Frederik Pohl/Alfred Bester/C.L. Moore/Henry Kuttner/Robert Sheckley/James Blish/Cordwainer Smith/Brian W. Aldiss/Jack Vance|4.13
Terry Pratchett|4.11304347826088
Terry Pratchett/Ian Stewart/Jack Cohen|3.94
Terry Pratchett/Melvyn Grant|4.11
Terry Pratchett/Neil Gaiman|4.25
Terry Pratchett/Paul Kidby|4.17
Terry Pratchett/Stephen Briggs/Paul Kidby|4.06
Terry Pratchett/Stephen Briggs/Tina Hannan/Paul Kidby|4.0
Terry Tempest Williams|4.02
Terryl Whitlatch/Bob Carrau|4.42
Tess Gerritsen|4.07571428571429
Tess Uriza Holthe|4.03
Thad Carhart|3.95
The Beatles|4.47
The Harvard Lampoon/Henry N. Beard/Douglas C. Kenney|3.13
The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain|4.37
Theo LeSieg/Dr. Seuss/Barney Tobey|4.16
Theo LeSieg/Dr. Seuss/Roy McKie|4.12
Theocritus/Kenneth James Dover|3.0
Theodore Ayrault Dodge/Ian M. Cuthbertson|4.13
Theodore L. Brown/H. Eugene LeMay Jr./Bruce E. Bursten|3.88
Theodore Roszak|3.56
Theodore Sturgeon/Paul Williams/Kurt Vonnegut Jr.|4.42
Theodore Taylor|3.76
Theodosius Dobzhansky/Niles Eldredge/Stephen Jay Gould|4.14
Thich Nhat Hanh/Arnold Kotler/Dalai Lama XIV|4.33
Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch|4.23
Thomas  Harris|4.06
Thomas  Moore|3.99
Thomas Andrews/Scott Allie|3.68
Thomas Aquinas|4.13
Thomas Aquinas/John A. Oesterle|3.83
Thomas Aquinas/Ralph McInerny|3.91
Thomas Aquinas/Timothy McDermott|3.86
Thomas Bailey Saunders|3.85
Thomas Bernhard/Michael Hofmann|3.88
Thomas Bulfinch/Richard P. Martin|4.1
Thomas C. Foster|3.65
Thomas Cahill|3.79666666666667
Thomas E. Skidmore/Peter H. Smith|3.59
Thomas E. Woods Jr.|4.03
Thomas Fahy|4.24
Thomas Hardy|3.94
Thomas Hardy/Alexander Theroux|3.86
Thomas Hardy/Margaret Drabble|3.94
Thomas Hardy/Patricia Ingham|3.61
Thomas Hardy/Phillip Mallett|3.86
Thomas Hardy/Robert Mezey|3.96
Thomas Hardy/Rosemarie Morgan/Shannon Russell|3.94
Thomas Hardy/Samuel Hynes|3.96
Thomas Hardy/Suzanne B. Falck-Yi/Linda M. Shires|3.94
Thomas Hardy/Suzanne Keen|3.94
Thomas Harlan|3.685
Thomas Hobbes/Edwin M. Curley|3.7
Thomas J. Stanley/William D. Danko|4.03
Thomas Jefferson|3.855
Thomas Jefferson/Merrill D. Peterson|4.05
Thomas Kinkade/Erika Tamar|4.0
Thomas L. Friedman|3.68
Thomas Lewis/Fari Amini/Richard Lannon|4.11
Thomas Mann/John E. Woods|4.08
Thomas Mann/T.J. Reed/H.T. Lowe-Porter|4.08
Thomas May/John   Adams|3.5
Thomas More/Clarence H. Miller|3.53
Thomas More/Paul Turner|3.53
Thomas Pynchon|3.814
Thomas Pynchon/Carlos Martín Ramírez|3.96
Thomas Pynchon/Christophe Claro/Brice Matthieussent|4.07
Thomas Ryan|2.83
Thomas Sowell|4.31
Thomas Wolfe|3.985
Thomas Wolfe/Pat Conroy|4.2
Thomas X. Hammes|3.89
Thornton W. Burgess/Louis Agassiz Fuertes|4.285
Thornton W. Burgess/Thea Kliros/Harrison Cady|4.14
Thucydides/C.F. Smith|4.32
Thucydides/Jennifer Tolbert Roberts/Walter Blanco|3.9
Thucydides/Paul Woodruff|3.72
Thucydides/Robert B. Strassler/Richard Crawley/Victor Davis Hanson|3.9
Thucydides/Steven Lattimore|3.9
Tim Bogenn|4.5
Tim Cahill|3.94
Tim Dowley/Roger Langton|4.07
Tim Downs|4.2
Tim Flannery|4.06
Tim Freke/Peter Gandy|3.96
Tim LaHaye|3.5
Tim LaHaye/Bob Phillips|4.23
Tim LaHaye/Jerry B. Jenkins|4.02333333333333
Tim O'Brien|3.75428571428571
Tim Underwood/Chuck Miller/Stephen King|4.17
Time-Life Books|3.708
Timothy  Taylor|3.57
Timothy B. Tyson|4.15
Timothy D. Taylor|3.77
Timothy Ferris|4.13
Timothy Findley|3.935
Timothy S. Murphy/Abdul-Karim Mustapha|4.12
Timothy Truman/Rick Leonardi/Tom Raney/Al Rio|3.43
Timothy Zahn|3.99
Tish Boyle/John Uher|4.19
Tish Boyle/Timothy Moriarty|4.24
Tite Kubo|4.32642857142858
Tobias Churton|4.1
Tobias Wolff|3.97
Tobias Wolff/Luann Walther|4.08
Todd Davis/Marc Frey|5.0
Todd Gitlin|3.666
Tom Arnett/Dick Stivers/Don Pendleton|3.64
Tom Brokaw|4.01
Tom Clancy|3.90666666666667
Tom Clancy/Chuck Horner|3.75
Tom Clancy/David Dukes|4.09
Tom Clancy/Enric Tremps|3.67
Tom Clancy/Leon A. Edney|3.82
Tom D. Crouch|4.17
Tom DeFalco/Peter Sanderson/Michael Teitelbaum/Daniel  Wallace/Tom Brevoort/Andrew Darling|4.37
Tom Hodgkinson|3.81
Tom Hunt|3.73
Tom Hunter/Tracy Chevalier/Colin Wiggins|3.64
Tom Kelley/Jonathan Littman/Tom Peters|3.97
Tom McGregor|3.97
Tom Morris|3.65
Tom Morris/William Irwin|3.87
Tom Perrotta|3.614
Tom Robbins|3.93125
Tom Robbins/Nikolaus Hansen|4.25
Tom Robbins/Pociao/Roberto de Hollanda|3.98
Tom Robbins/Pociao/Walter Hartmann|3.74
Tom Standage|3.76
Tom Stanton|4.16
Tom Stoppard|3.94125
Tom Wicker/Arthur M. Schlesinger Jr.|3.84
Tom Wolfe|3.85
Tomie dePaola|4.12333333333333
Tomo Matsumoto/Tomo Kimura|3.79
Toni Bentley|3.92
Toni Morrison|3.93749999999998
Toni Morrison/A.S. Byatt|3.83
Toni Morrison/Slade Morrison|3.95
Tony DiTerlizzi/Holly Black|3.73
Tony Hawks|3.79
Tony Horwitz|4.035
Tony Judt|4.34
Tracy Chevalier|3.62
Tracy Chevalier/Marie-Odile Fortier-Masek|3.88
Tracy Kidder|4.16
Travis Bradberry/Jean Greaves/Patrick Lencioni|3.52
Trevanian|3.92
Trevanian/Gisela Stege|4.21
Tristan Taormino|4.04
Troy Denning|3.75333333333333
Truddi Chase/Robert A. Phillips|4.04
Trudi Canavan|4.03
Truman Capote|3.85375
Truman Capote/Bob Colacello|4.07
Truman Capote/Reynolds Price|4.2
Truman Capote/Scott Brick|4.07
Tsugumi Ohba/Alexis Kirsch|4.39
Tsugumi Ohba/Takeshi Obata|4.41
Tsugumi Ohba/Takeshi Obata/Alexis Kirsch|4.38666666666667
Tsugumi Ohba/Takeshi Obata/Pookie Rolf|4.43
Tsugumi Ohba/Takeshi Obata/Tetsuichiro Miyaki|4.23
Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健|4.43
Tsutomu Nihei|4.22
Tucker Max|3.51
Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay|4.06
Tyler Florence/Petrina Tinslay|4.005
Ul De Rico|4.42
Umberto Eco|4.02666666666667
Umberto Eco/Geoffrey Brock|3.35
Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino|3.78
Umberto Eco/Hugh Bredin|3.99
Umberto Eco/Jean-Noël Schifano|4.12
Umberto Eco/John Radziewicz/William Weaver|3.89
Umberto Eco/William Weaver|3.86
Umberto Eco/William Weaver/R.C.S. Libri|3.74
United Feature Syndication|0.0
Unknown/A.T. Hatto|3.87
Unknown/Burton Raffel|3.44
Unknown/Howell D. Chickering|3.44
Upasika Kee Nanayon/Thanissaro Bhikkhu|4.29
Upton Sinclair/Earl Lee/Kathleen DeGrave|3.74
Ursula Ferrigno/Jason Lowe/Maxine  Clark|4.08
Ursula Hegi|3.86
Ursula Hegi/John Collier/Francine Kass|3.82
Ursula K. Le Guin|4.00090909090909
Ursula K. Le Guin/Margot Paronis|4.09
Ursula K. Le Guin/S.D. Schindler|4.13
Ursula K. Le Guin/Samuel Roukin|4.12
Ursula Nordstrom/Leonard S. Marcus/Maurice Sendak|4.4
Usamah ibn Munqidh/Philip Khuri Hitti/Richard W. Bulliet|3.95
V. Vale/Andrea Juno/William S. Burroughs/Throbbing Gristle/Brion Gysin|4.26
V.C. Andrews|3.82266666666667
V.C. Andrews/Elisa Cerdan|3.89
V.C. Andrews/Jesús Pardo|3.81
V.C. Andrews/Michael Görden|3.77
V.C. Andrews/Susanne Althoetmar-Smarczyk|3.77
V.S. Naipaul|3.44
V.S. Ramachandran/Sandra Blakeslee/Oliver Sacks|4.26
V.T. Rajshekar/Y.N. Kly|4.2
Val McDermid|4.01
Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов|4.01
Valerie Boyd|4.32
Valerie Parv|3.04
Vasant Moon/Gail Omvedt/Eleanor Zelliot|3.65
Vella Munn|3.71
Vera John-Steiner|3.83
Verlyn Flieger|4.21
Vicki Constantine Croke/Vicki Constantine Croke|3.95
Victor Davis Hanson|4.11
Victor Hugo/Catherine Liu/Elizabeth McCracken|4.0
Victor Hugo/Charles E. Wilbour|4.17
Victor Hugo/Charles E. Wilbour/James K. Robinson|4.3
Victor Hugo/Charles E. Wilbour/Peter Washington|4.17
Victor Hugo/Norman Denny|4.17
Victor Hugo/Walter J. Cobb|4.0
Victor Skrebneski|4.25
Victor Villaseñor|4.48
Victoria Alexander|3.80571428571429
Victoria Finlay|3.78
Victoria Holt|3.8125
Vijay Prashad|4.025
Vijay Prashad/Howard Zinn|3.98
Vikram Chandra|3.93
Viktor E. Frankl/Gordon W. Allport/Ilse Lasch|4.36
Viktor E. Frankl/Harold S. Kushner/William J. Winslade/Isle Lasch|4.36
Viktor E. Frankl/Ilse Lasch/Gordon W. Allport|4.36
Viktor E. Frankl/Ilse Lasch/Harold S. Kushner/William J. Winslade|4.36
Vince Flynn|4.29
Vincent Lardo/Lawrence Sanders|3.9
Vincent van Gogh/Metropolitan Museum of Art/William Lach|4.16
Virgil/Barbara Weiden Boyd|4.35
Virgil/Cecil Day-Lewis|3.8
Virgil/David   West|3.84
Virgil/David Ferry|3.88
Virgil/G.P. Goold|4.4
Virgil/Henry Rushton Fairclough/G.P. Goold|4.22
Virgil/Robert Fagles/Bernard Knox|3.84
Virgil/Robert Fitzgerald|3.84
Virgil/Rolfe Humphries|3.84
Virgil/Stanley Lombardo/W. R. Johnson|3.84
Virginia Lee Barnes|3.77
Virginia Lee Burton|4.075
Virginia Woolf|3.98
Virginia Woolf/Andrew McNeillie|4.16
Virginia Woolf/Anne Olivier Bell/Andrew McNeillie|4.43
Virginia Woolf/Anne Olivier Bell/Quentin Bell|4.32
Virginia Woolf/Eudora Welty|3.78
Virginia Woolf/Hermione Lee|4.02
Virginia Woolf/Jeanne Schulkind|4.26
Virginia Woolf/Leonard Woolf|4.26
Virginia Woolf/Mark Hussey|3.78
Virginia Woolf/Mark Hussey/Jane Marcus|3.87
Virginia Woolf/Mark Hussey/Susan Gubar|4.14
Virginia Woolf/Maureen Howard|3.79
Virginia Woolf/Michèle Barrett|4.07
Virginia Woolf/Nigel Nicolson/Joanne Trautmann|4.445
Virginia Woolf/Susan Dick|4.05
Virginia Woolf/Trekkie Ritchie|3.83
Vladimir Nabokov|4.01571428571429
Vladimir Nabokov/Alfred Appel|4.28
Vladimir Nabokov/Brian Boyd|4.385
Vladimir Nabokov/David Lodge|3.9
Vladimir Nabokov/Fatih Özgüven|4.15
Vladimir Nabokov/Fredson Bowers/Guy Davenport/Miguel de Cervantes Saavedra/Samuel Putnam|3.87
Vladimir Nabokov/Fredson Bowers/John Updike|4.34
Vladimir Nabokov/Jeremy Irons|3.89
Vladimir Nabokov/John Ray Jr.|3.89
Vladimir Nabokov/Martin Amis|3.89
Vladimir Nabokov/Michael Scammell|3.95
Vladimir Nabokov/Michael Scammell/Dmitri Nabokov|4.0
Voltaire/Chris Ware/Theo Cuffe/Michael  Wood|3.77
Voltaire/David Wootton|3.8
Voltaire/Larousse|3.77
Voltaire/Mona Mulhair|3.77
Voltaire/Peter Constantine/Diane Johnson|3.77
Voltaire/Robert M. Adams|3.77
Voltaire/Roger Pearson|3.94
Voltaire/Theodore Besterman|4.09
W. Chan Kim/Renée Mauborgne|3.91
W. Frederick Zimmerman|3.74
W. Frederick Zimmerman/Chris Pratley|4.25
W. Haden Blackman|4.08
W. Haden Blackman/Ian Fullwood|4.12
W. Haden Blackman/Matt Fillbach/Shawn Fillbach/Ronda Pattison/Mike Kennedy/Stewart McKenney/Rick Lacy/Dan Jackson/Michael David Thomas/Joshua Elliott|3.78
W. Jason Gilmore|3.72
W. John Campbell|2.8
W. Michael Kelley|4.11
W. Somerset Maugham|4.16
W. Somerset Maugham/Benjamin DeMott/Maeve Binchy|4.13
W.E.B. Du Bois/Robert Gregg|4.32
W.E.B. Griffin|4.25
W.F. Deedes/Sue Ryan/Alex Garland/Tony Hawks/Andrew O'Hagan/Irvine Welsh/Giles Foden/Victoria Glendinning|3.16
W.G. Sebald/Michael Hulse|4.26
Wade Davis|3.91
Walker Percy|3.68
Wallace Stegner|4.0725
Wallace Stegner/Bernard DeVoto|4.07
Wallace Stegner/Jackson J. Benson|4.27
Wallace Stegner/Lynn Stegner|4.22
Wallace Stegner/Page Stegner|3.97
Wallace Stegner/Richard W. Etulain|3.95
Wallace Stegner/T.H. Watkins|4.1
Wallace Stegner/Terry Tempest Williams/T.H. Watkins|4.16
Wally Lamb|3.88
Wally Lamb/Inge de Heer|4.18
Walt Disney Company|3.5
Walt Disney Company/Al Dempster|4.39
Walt Whitman/Michael Warner|4.33
Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier|4.29
Walter Benjamin/Michael W. Jennings/Rodney Livingstone/Edmund F.N. Jephcott/Harry Zohn/Howard Eiland|4.3
Walter Dean Myers|3.84
Walter Farley|4.12
Walter Foster Creative Team|1.0
Walter Isaacson|4.025
Walter Isaacson/Evan Thomas|4.07
Walter J. Savitch|3.84
Walter Kaufmann|4.08
Walter Kirn|3.15
Walter Rodney/Vincent Harding|4.27
Walter Scott|3.7
Walter Scott/Claire Lamont|3.43
Walter Scott/George Grant|3.7
Walter Scott/Graham Tulloch|3.75
Walter Scott/Lockhart Bogle|3.7
Walter Scott/Nicola J. Watson|3.83
Wanda Sykes|3.71
Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young|4.3
Waris Dirie/Cathleen Miller|4.15
Waris Dirie/Corinna Milborn/Sheelagh Alabaster|3.71
Waris Dirie/Jeanne D'Haem|3.83
Waris Dirie/Jeanne d' Haem|3.83
Warren Ellis|3.82
Warren Ellis/Adi Granov|4.09
Warren Ellis/Ben Templesmith|4.16
Warren Ellis/Darick Robertson|4.34
Warren Ellis/Darick Robertson/Rodney Ramos|4.4575
Warren Ellis/Darick Robertson/Rodney Ramos/Darren Aronofsky|4.32
Warren Ellis/Darick Robertson/Rodney Ramos/Keith Akin|4.39
Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart|4.41
Warren Ellis/Frank Teran/Tim Bradstreet/Javier Pulido/James Romberger/Marcelo Frusín|4.2
Warren Ellis/J.H. Williams III|3.93
Warren Ellis/Mark Millar/Bryan Hitch/Frank Quitely|4.15
Warren Ellis/Stuart Immonen/Wade Von Grawbadger/Dave McCaig|4.16
Warren G. Bennis|0.0
Warren Murphy/Richard Sapir/James Mullaney|4.11
Warren W. Wiersbe|4.37
Watchman Nee|4.42
Wayne G. Hammond/Christina Scull|4.35
Wayne G. Hammond/Christina Scull/J.R.R. Tolkien|4.14
Wayne G. Hammond/Wayne G. Hammond|4.46
Wayne W. Dyer|4.145
Weldon Thornton|4.04
Welles Hartley/Davide Fabbri/Christian Dalla Vecchia|3.79
Wendy  Mitchell/June Kim|3.75
Wendy Cooling/Quentin Blake/Roald Dahl|4.08
Wendy Markham|3.68
Wendy Wasserstein|3.795
Wesley Martin/Frankie Frankeny|3.86
Western Sonoma County Historical Society|4.4
Wilbur Smith|4.1525
Wilfred Owen/Cecil Day-Lewis|4.34
Wilkie Collins|3.97
Wilkie Collins/Camille Cauti|4.0
Wilkie Collins/Carolyn G. Heilbrun|3.91
Wilkie Collins/Catharine Peters|3.91
Wilkie Collins/David Skilton|3.8
Wilkie Collins/Maria K. Bachman/Don Richard Cox|4.0
Wilkie Collins/Matthew Sweet|4.0
Wilkie Collins/Norman Page/Toru Sasaki|3.79
Wilkie Collins/P.D. James|3.91
Wilkie Collins/Virginia Blain|3.92
Will Durant|4.12
Will Durant/Grover Gardner|4.12
Will Eisner|4.195
Will Eisner/Neil Gaiman|4.145
Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus|3.74
Will Ferguson|3.83666666666667
Will Kymlicka|4.0
Willa Cather|3.79
Willa Cather/Alyssa  Harad|3.79
William    Jones|3.63
William   Anderson|4.2
William   Anderson/Dan Andreasen|4.14
William   Anderson/Laura Ingalls Wilder|4.3
William   Anderson/Leslie A.  Kelly|4.24
William  James|4.07
William  James/Bruce Kuklick|4.21
William  James/Frederick Burkhardt/Rand B. Evans/Gerald Eugene Myers|4.18
William  James/Gerald Eugene Myers|4.25
William  James/Stephen Vicchio|4.5
William A. Cohen|4.08
William Allan|4.04
William Andrewes|4.5
William Arrow|3.165
William Beebe|3.84
William Blake|4.24
William Blake/Alicia Suskin Ostriker|4.24
William C. Carter|4.33
William C. Davis|3.5
William C. Dowling|5.0
William Camann/Kathryn    Alexander|3.45
William Cronon|4.16
William Easterly|3.83
William Empson|3.85
William F. Russell|4.12
William Faulkner|3.928
William Faulkner/David Minter/Noel Polk/Ben Wasson/C. Vann Woodward/Robert Penn Warren/Richard H. King/Jean-Paul Sartre/Irving Howe/Ralph Ellison|3.86
William Faulkner/E.L. Doctorow|3.71
William Faulkner/Grover Gardner|3.86
William Faulkner/Malcolm Cowley|4.29
William Faulkner/Noel Polk/Joseph Blotner|4.43
William Gaddis|3.81
William Gaddis/Sven Birkerts/Joseph Tabbi|3.81
William Gibson|3.86
William Gibson/Bruce Sterling/Jonathan Davis/Dennis Holland/Kevin Pariseau/Victor Bevine/Jay Snyder/Brian Nishil/L.J. Ganser/Oliver Wyman/Eric Michael Summerer/Marc Vietor|4.06
William Golding|3.578
William Goldman|3.91222222222222
William Goldman/Mike Lupica|3.94
William Goldman/P. Gethers|3.67
William H. Keith Jr.|3.89
William H. Press/Saul A. Teukolsky/William T. Vetterling/Brian P. Flannery|4.16
William Hjortsberg/Ridley Scott/James Crumley|3.92
William Holdsworth|4.0
William Hubben|3.57
William Irwin|3.5
William Irwin/Aeon J. Skoble/Mark T. Conard|3.47
William Irwin/Gerald J. Erion/Barry  Smith/Carolyn Korsmeyer/Jonathan J. Sanford/Jason Holt/Theodore Schick Jr./Gregory Bassham/James Lawler/David Mitsuo Nixon|3.91
William J. Bennett|4.24
William J. Bennett/Michael Hague|4.19
William Jefferies/Jeffery Deaver|3.545
William Kalush/Larry Sloman|3.87
William L. Shirer|4.225
William L. Shirer/Gordon A. Craig|4.29
William L. Shirer/John Keegan/Inga Shirer Dean|4.24
William L. Simon|4.38
William M. Bass/Jon Jefferson|4.19
William Makepeace Thackeray|3.79
William Makepeace Thackeray/John Carey|3.79
William Makepeace Thackeray/Nicholas Dames|3.79
William Manchester|4.27571428571428
William Manchester/Barrett Whitener|3.85
William Martin|3.91
William McDonough/Michael Braungart|4.11
William Morris|3.9
William Morris/Lin Carter|3.81
William Morris/Michale W. Perry|4.09
William Murray|3.5
William Poundstone/John von Neumann|3.91
William Rodney Allen|3.82
William Rodney Allen/Kurt Vonnegut Jr.|4.05
William S. Burroughs|3.59142857142857
William S. Burroughs/James Grauerholz|3.98
William S. Burroughs/James Grauerholz/Barry Miles|3.46
William S. Burroughs/Oliver  Harris/Allen Ginsberg|3.83
William S. Burroughs/Sylvère Lotringer|4.36
William S. Pollack/Mary Pipher|3.83
William Saroyan|4.21
William Saroyan/Don Freeman|4.15
William Shakespeare|3.99142857142857
William Shakespeare/Alan Durband|3.87333333333333
William Shakespeare/Amanda Root/Arkangel Cast/Roy Hudd/David Harewood|3.94
William Shakespeare/Andrew Gurr|3.77
William Shakespeare/Arkangel Cast/Victoria Hamilton/Niamh Cusack/Stephen Mangan|3.83
William Shakespeare/Arthur Raleigh Humphreys|3.8
William Shakespeare/Barbara A. Mowat/Paul Werstine|3.94142857142857
William Shakespeare/Barbara A. Mowat/Paul Werstine/Michael Neill|3.88
William Shakespeare/Burton Raffel/Harold Bloom|4.02
William Shakespeare/Charles R. Forker|3.77
William Shakespeare/Colin Burrow|4.34
William Shakespeare/David L. Stevenson|4.07
William Shakespeare/David Scott Kastan|3.83
William Shakespeare/David Threlfall/Don Warrington/Anne-Marie Duff/Arkangel Cast|3.89
William Shakespeare/Elizabeth Story Donno/Penny Gay|3.98
William Shakespeare/F.H. Mares|4.07
William Shakespeare/G. Blakemore Evans/Thomas Moisan|3.74
William Shakespeare/Gordon McMullan|3.83
William Shakespeare/Harold Bloom/Rex Gibson|4.02
William Shakespeare/Harold F. Brooks|3.94
William Shakespeare/Jacky Bratton|4.07
William Shakespeare/John   Bowe/Michael Feast/Adrian Lester|3.68
William Shakespeare/John D. Cox/Eric Rasmussen|3.76
